gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2513712520	136	35.14	23	131	1	109	1.0e-12	65.3	COG0607	Rhodanese-related sulfurtransferase	110
2513712521	333	36.59	7	333	1	324	2.0e-72	266	COG4977	Transcriptional regulator containing an amidase domain and an AraC-type DNA-binding HTH domain	328
2513712522	437	35.8	3	325	1	310	8.0e-84	304	COG0167	Dihydroorotate dehydrogenase	310
2513712523	453	35.73	17	447	1	455	1.0e-98	354	COG0493	NADPH-dependent glutamate synthase beta chain and related oxidoreductases	457
2513712524	337	29.86	117	332	2	219	2.0e-29	123	COG3920	Signal transduction histidine kinase	221
2513712525	264	23.39	136	254	2	124	3.0e-10	59.1	COG0784	FOG: CheY-like receiver	130
2513712527	185	36.21	1	168	9	182	7.0e-34	137	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 homolog	182
2513712529	114	24.21	24	114	13	103	2.0e-04	37.9	COG4575	Uncharacterized conserved protein	104
2513712530	264	47.51	1	259	1	259	2.0e-80	292	COG4559	ABC-type hemin transport system, ATPase component	259
2513712531	370	44.87	29	367	1	332	1.0e-56	213	COG0609	ABC-type Fe3+-siderophore transport system, permease component	334
2513712532	309	44.52	8	308	1	297	8.0e-75	274	COG4558	ABC-type hemin transport system, periplasmic component	300
2513712533	349	51.28	1	348	1	349	2.0e-123	435	COG3720	Putative heme degradation protein	349
2513712536	439	29.23	243	432	41	234	6.0e-14	72.5	COG0810	Periplasmic protein TonB, links inner and outer membranes	244
2513712539	117	36.54	1	104	2	100	7.0e-20	89.2	COG2329	Uncharacterized enzyme involved in biosynthesis of extracellular polysaccharides	105
2513712540	123	34.96	1	122	2	123	1.0e-09	55.6	COG2363	Uncharacterized small membrane protein	124
2513712541	136	42.42	1	132	2	130	1.0e-32	131	COG2346	Truncated hemoglobins	133
2513712542	224	26.23	44	221	6	188	3.0e-08	52.3	COG1309	Transcriptional regulator	201
2513712543	113	46.6	7	109	4	106	4.0e-20	90.1	COG2076	Membrane transporters of cations and cationic drugs	106
2513712547	441	20.55	60	418	56	420	2.0e-10	60.6	COG3307	Lipid A core - O-antigen ligase and related enzymes	424
2513712548	316	20.08	2	251	1	253	7.0e-19	88.3	COG0463	Glycosyltransferases involved in cell wall biogenesis	291
2513712549	366	23.69	13	364	22	379	3.0e-23	102	COG0438	Glycosyltransferase	381
2513712550	379	26.83	30	371	14	380	8.0e-34	138	COG0438	Glycosyltransferase	381
2513712551	735	22.46	24	480	4	458	9.0e-35	142	COG3206	Uncharacterized protein involved in exopolysaccharide biosynthesis	458
2513712552	363	74.93	4	350	1	345	0.0e+00	593	COG1089	GDP-D-mannose dehydratase	345
2513712553	356	32.4	11	311	1	310	2.0e-45	176	COG0451	Nucleoside-diphosphate-sugar epimerases	314
2513712557	442	23.25	1	441	1	433	6.0e-34	139	COG1653	ABC-type sugar transport system, periplasmic component	433
2513712558	282	40.43	5	282	1	281	7.0e-54	204	COG0395	ABC-type sugar transport system, permease component	281
2513712559	296	38.54	10	296	5	292	6.0e-55	207	COG1175	ABC-type sugar transport systems, permease components	295
2513712560	365	52.84	1	352	1	338	2.0e-123	435	COG3839	ABC-type sugar transport systems, ATPase components	338
2513712561	338	37.39	5	335	1	332	3.0e-64	239	COG1609	Transcriptional regulators	333
2513712562	378	37.53	1	378	1	372	9.0e-103	367	COG4637	Predicted ATPase	373
2513712563	163	38.98	36	152	7	122	1.0e-14	72.7	COG0599	Uncharacterized homolog of gamma-carboxymuconolactone decarboxylase subunit	124
2513712564	308	32.2	3	293	1	288	2.0e-38	152	COG0583	Transcriptional regulator	297
2513712565	203	32	35	201	54	228	3.0e-24	105	COG1376	Uncharacterized protein conserved in bacteria	232
2513712566	545	45.51	11	542	1	529	0.0e+00	571	COG1069	Ribulose kinase	544
2513712567	242	39.92	5	237	4	241	2.0e-62	232	COG4221	Short-chain alcohol dehydrogenase of unknown specificity	246
2513712568	240	33.17	20	214	2	199	2.0e-33	136	COG0637	Predicted phosphatase/phosphohexomutase	221
2513712569	242	29.76	1	242	5	255	7.0e-31	127	COG0584	Glycerophosphoryl diester phosphodiesterase	257
2513712570	306	33.01	1	305	3	279	9.0e-48	184	COG0395	ABC-type sugar transport system, permease component	281
2513712571	330	38.28	38	325	2	290	2.0e-53	203	COG1175	ABC-type sugar transport systems, permease components	295
2513712572	452	25.34	13	445	2	433	1.0e-41	164	COG1653	ABC-type sugar transport system, periplasmic component	433
2513712573	344	48.7	1	338	1	338	2.0e-116	412	COG3839	ABC-type sugar transport systems, ATPase components	338
2513712574	334	40.2	16	319	11	314	6.0e-69	254	COG2390	Transcriptional regulator, contains sigma factor-related N-terminal domain	321
2513712575	275	53.4	7	212	2	207	1.0e-69	256	COG2518	Protein-L-isoaspartate carboxylmethyltransferase	209
2513712576	254	36.73	26	246	10	233	8.0e-42	164	COG2186	Transcriptional regulators	241
2513712577	354	26.21	3	344	1	405	5.0e-30	125	COG3395	Uncharacterized protein conserved in bacteria	413
2513712578	331	51.76	5	317	2	266	3.0e-104	372	COG4608	ABC-type oligopeptide transport system, ATPase component	309
2513712579	335	55.17	10	326	1	313	5.0e-121	427	COG0444	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	316
2513712580	318	40.92	15	315	7	285	3.0e-64	238	COG1173	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components	289
2513712581	318	40.69	1	310	1	312	2.0e-64	239	COG0601	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components	317
2513712582	544	23.71	7	533	3	543	8.0e-47	182	COG0747	ABC-type dipeptide transport system, periplasmic component	556
2513712583	301	32.77	2	295	1	288	8.0e-47	180	COG0329	Dihydrodipicolinate synthase/N-acetylneuraminate lyase	299
2513712584	395	44.2	27	391	20	373	1.0e-66	247	COG4692	Predicted neuraminidase (sialidase)	381
2513712585	377	38.1	8	377	2	377	2.0e-88	319	COG1454	Alcohol dehydrogenase, class IV	377
2513712586	328	43.47	3	323	2	328	7.0e-91	327	COG1995	Pyridoxal phosphate biosynthesis protein	332
2513712588	135	31.88	1	133	3	132	1.0e-17	82.5	COG1487	Predicted nucleic acid-binding protein, contains PIN domain	133
2513712589	160	44.44	2	158	2	163	2.0e-43	168	COG5654	Uncharacterized conserved protein	163
2513712590	143	51.03	1	143	9	149	2.0e-37	148	COG5642	Uncharacterized conserved protein	149
2513712592	256	33.07	1	255	1	257	1.0e-37	150	COG0600	ABC-type nitrate/sulfonate/bicarbonate transport system, permease component	258
2513712593	262	44.53	4	259	1	245	1.0e-71	263	COG1116	ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component	248
2513712594	348	24.33	16	307	2	301	7.0e-33	134	COG0715	ABC-type nitrate/sulfonate/bicarbonate transport systems, periplasmic components	335
2513712595	145	21.9	10	131	3	137	5.0e-07	47.1	COG0346	Lactoylglutathione lyase and related lyases	138
2513712596	287	35.83	167	286	5	123	6.0e-23	101	COG2207	AraC-type DNA-binding domain-containing proteins	127
2513712597	337	28.62	16	333	1	318	2.0e-25	110	COG1879	ABC-type sugar transport system, periplasmic component	322
2513712598	516	46.02	9	508	1	500	0.0e+00	539	COG1129	ABC-type sugar transport system, ATPase component	500
2513712599	339	34.7	24	336	3	311	1.0e-32	134	COG1172	Ribose/xylose/arabinose/galactoside ABC-type transport systems, permease components	316
2513712600	333	40.68	15	333	2	316	6.0e-37	148	COG1172	Ribose/xylose/arabinose/galactoside ABC-type transport systems, permease components	316
2513712601	500	60.77	1	492	3	492	0.0e+00	746	COG0554	Glycerol kinase	499
2513712602	594	20.43	75	533	23	432	7.0e-23	102	COG1653	ABC-type sugar transport system, periplasmic component	433
2513712603	93	80.22	3	93	7	97	7.0e-28	115	COG5477	Predicted small integral membrane protein	97
2513712604	273	33.45	1	273	3	280	3.0e-49	188	COG0395	ABC-type sugar transport system, permease component	281
2513712605	288	33.22	1	286	4	292	7.0e-51	194	COG1175	ABC-type sugar transport systems, permease components	295
2513712606	356	41.19	1	349	1	338	2.0e-98	352	COG3839	ABC-type sugar transport systems, ATPase components	338
2513712607	358	37.07	1	348	3	338	2.0e-87	315	COG3839	ABC-type sugar transport systems, ATPase components	338
2513712608	504	52.25	7	489	14	496	0.0e+00	557	COG0578	Glycerol-3-phosphate dehydrogenase	532
2513712609	257	41.11	1	253	1	253	1.0e-66	246	COG1349	Transcriptional regulators of sugar metabolism	253
2513712611	309	26.9	9	291	1	290	3.0e-25	109	COG0583	Transcriptional regulator	297
2513712612	151	19.4	17	143	27	154	7.0e-05	40	COG0456	Acetyltransferases	177
2513712618	130	25.81	14	128	8	131	1.0e-07	48.7	COG2764	Uncharacterized protein conserved in bacteria	136
2513712619	540	45.54	1	532	3	528	0.0e+00	572	COG0488	ATPase components of ABC transporters with duplicated ATPase domains	530
2513712621	289	21.45	1	287	11	305	3.0e-24	105	COG2017	Galactose mutarotase and related enzymes	308
2513712623	394	42.21	42	393	1	344	4.0e-78	285	COG1566	Multidrug resistance efflux pump	352
2513712624	234	24.47	33	219	4	191	3.0e-09	55.4	COG1309	Transcriptional regulator	201
2513712625	395	45.64	1	390	1	355	5.0e-119	421	COG1312	D-mannonate dehydratase	362
2513712626	240	35.56	17	239	7	229	1.0e-32	133	COG1802	Transcriptional regulators	230
2513712630	655	43.42	23	628	3	578	0.0e+00	585	COG1086	Predicted nucleoside-diphosphate sugar epimerases	588
2513712631	186	43.55	1	183	40	224	1.0e-49	189	COG2148	Sugar transferases involved in lipopolysaccharide synthesis	226
2513712635	288	16.03	133	288	3	151	6.0e-08	51.9	COG0589	Universal stress protein UspA and related nucleotide-binding proteins	154
2513712637	373	29.25	162	372	76	286	1.0e-14	74.2	COG0842	ABC-type multidrug transport system, permease component	286
2513712638	906	43.41	268	523	3	260	2.0e-69	257	COG1131	ABC-type multidrug transport system, ATPase component	293
2513712639	341	25.97	28	266	23	277	2.0e-17	83.1	COG1566	Multidrug resistance efflux pump	352
2513712640	215	23.53	17	214	1	194	6.0e-21	94.3	COG2823	Predicted periplasmic or secreted lipoprotein	196
2513712643	458	47.69	36	358	24	343	3.0e-61	229	COG0265	Trypsin-like serine proteases, typically periplasmic, contain C-terminal PDZ domain	347
2513712645	539	42.73	1	528	1	517	3.0e-120	425	COG0459	Chaperonin GroEL (HSP60 family)	524
2513712646	319	30.87	9	318	8	317	2.0e-46	179	COG0837	Glucokinase	320
2513712647	804	46.71	8	793	5	740	0.0e+00	670	COG0574	Phosphoenolpyruvate synthase/pyruvate phosphate dikinase	740
2513712648	218	48.1	1	209	3	210	5.0e-52	197	COG1926	Predicted phosphoribosyltransferases	220
2513712651	306	31.41	2	271	30	299	1.0e-38	153	COG2187	Uncharacterized protein conserved in bacteria	337
2513712652	326	38.82	1	320	5	312	1.0e-65	243	COG0462	Phosphoribosylpyrophosphate synthetase	314
2513712653	145	37.16	1	145	4	151	4.0e-17	80.8	COG0589	Universal stress protein UspA and related nucleotide-binding proteins	154
2513712655	215	22.55	17	214	1	194	1.0e-20	93.1	COG2823	Predicted periplasmic or secreted lipoprotein	196
2513712656	171	36.11	26	169	3	146	9.0e-27	113	COG0071	Molecular chaperone (small heat shock protein)	146
2513712658	865	32.59	14	854	21	916	0.0e+00	576	COG0474	Cation transport ATPase	917
2513712660	615	50.93	9	595	1	587	0.0e+00	609	COG0465	ATP-dependent Zn proteases	596
2513712662	546	42.01	47	357	20	337	7.0e-93	334	COG2187	Uncharacterized protein conserved in bacteria	337
2513712663	280	41.97	2	266	1	274	8.0e-57	214	COG1218	3'-Phosphoadenosine 5'-phosphosulfate (PAPS) 3'-phosphatase	276
2513712664	130	43.38	1	130	4	139	1.0e-23	101	COG5622	Protein required for attachment to host cells	139
2513712666	350	33.02	25	334	1	297	2.0e-63	236	COG1162	Predicted GTPases	301
2513712670	508	53.95	1	496	1	501	0.0e+00	574	COG0427	Acetyl-CoA hydrolase	501
2513712674	357	49.27	6	343	4	338	4.0e-111	394	COG1064	Zn-dependent alcohol dehydrogenases	339
2513712675	241	43.1	9	238	2	227	2.0e-53	202	COG0745	Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	229
2513712676	250	33.33	14	214	4	207	5.0e-33	134	COG0664	cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases	214
2513712678	450	38	15	442	7	416	6.0e-115	408	COG0635	Coproporphyrinogen III oxidase and related Fe-S oxidoreductases	416
2513712680	152	46.15	16	117	25	128	5.0e-25	107	COG3794	Plastocyanin	128
2513712681	641	25.77	249	503	93	335	1.0e-27	118	COG0642	Signal transduction histidine kinase	336
2513712682	243	30.65	25	219	16	214	7.0e-25	107	COG0664	cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases	214
2513712683	540	75.27	66	532	10	478	0.0e+00	735	COG3278	Cbb3-type cytochrome oxidase, subunit 1	482
2513712684	244	68.38	7	240	2	227	2.0e-104	371	COG2993	Cbb3-type cytochrome oxidase, cytochrome c subunit	227
2513712685	50	47.06	2	50	1	51	8.0e-08	48.7	COG4736	Cbb3-type cytochrome oxidase, subunit 3	60
2513712686	287	30.13	60	212	3	147	3.0e-15	75.8	COG2010	Cytochrome c, mono- and diheme variants	150
2513712688	522	30.31	38	488	1	377	2.0e-73	269	COG0348	Polyferredoxin	386
2513712691	376	22.16	3	351	6	305	5.0e-33	135	COG1752	Predicted esterase of the alpha-beta hydrolase superfamily	306
2513712692	246	74.8	1	246	1	246	1.0e-112	398	COG4689	Acetoacetate decarboxylase	247
2513712693	260	35.11	1	257	1	250	2.0e-38	153	COG1028	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	251
2513712694	991	28.63	647	894	92	319	5.0e-37	150	COG1052	Lactate dehydrogenase and related dehydrogenases	324
2513712695	303	35.71	17	288	16	285	2.0e-47	183	COG2421	Predicted acetamidase/formamidase	305
2513712696	300	23.47	9	299	3	282	5.0e-20	92.1	COG0596	Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)	282
2513712697	270	46.15	193	257	1	65	4.0e-12	65.4	COG2771	DNA-binding HTH domain-containing proteins	65
2513712698	296	28.12	9	293	1	282	7.0e-26	111	COG0596	Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)	282
2513712699	312	45.05	5	312	3	315	9.0e-82	297	COG0601	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components	317
2513712700	283	48.85	20	279	21	282	3.0e-59	222	COG1173	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components	289
2513712701	569	50.92	1	544	1	539	0.0e+00	638	COG1123	ATPase components of various ABC-type transport systems, contain duplicated ATPase	539
2513712702	504	31.23	8	504	17	553	2.0e-78	286	COG0747	ABC-type dipeptide transport system, periplasmic component	556
2513712703	291	31.34	45	255	1	200	4.0e-30	125	COG0625	Glutathione S-transferase	211
2513712704	365	54.37	1	355	1	338	2.0e-126	445	COG3839	ABC-type sugar transport systems, ATPase components	338
2513712706	363	26.42	17	350	2	326	5.0e-30	125	COG0673	Predicted dehydrogenases and related proteins	342
2513712707	275	39.71	1	274	5	281	7.0e-56	210	COG0395	ABC-type sugar transport system, permease component	281
2513712708	335	40.21	50	335	8	292	5.0e-59	221	COG1175	ABC-type sugar transport systems, permease components	295
2513712709	417	22.95	1	416	8	429	2.0e-32	133	COG1653	ABC-type sugar transport system, periplasmic component	433
2513712710	221	33.78	1	221	9	229	7.0e-34	137	COG1802	Transcriptional regulators	230
2513712711	398	58.44	1	396	2	397	0.0e+00	468	COG5441	Uncharacterized conserved protein	401
2513712712	274	69.49	3	274	3	274	2.0e-105	375	COG5564	Predicted TIM-barrel enzyme, possibly a dioxygenase	276
2513712714	155	24.34	1	139	4	154	5.0e-05	40.7	COG0589	Universal stress protein UspA and related nucleotide-binding proteins	154
2513712717	309	49.01	9	308	7	303	4.0e-87	314	COG4589	Predicted CDP-diglyceride synthetase/phosphatidate cytidylyltransferase	303
2513712718	206	30.32	1	185	32	210	7.0e-17	80.7	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase	255
2513712719	209	21.69	23	208	4	190	4.0e-11	62	COG0558	Phosphatidylglycerophosphate synthase	192
2513712720	328	32.46	1	328	2	342	6.0e-58	217	COG1744	Uncharacterized ABC-type transport system, periplasmic component/surface lipoprotein	345
2513712721	470	32.7	4	464	8	474	8.0e-79	288	COG0154	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit and related amidases	475
2513712722	510	53.31	4	498	3	501	0.0e+00	593	COG3845	ABC-type uncharacterized transport systems, ATPase components	501
2513712723	349	44	1	349	1	349	6.0e-72	264	COG4603	ABC-type uncharacterized transport system, permease component	356
2513712724	313	45.81	3	312	1	304	4.0e-72	265	COG1079	Uncharacterized ABC-type transport system, permease component	304
2513712725	429	31.09	1	419	1	416	1.0e-62	234	COG0402	Cytosine deaminase and related metal-dependent hydrolases	421
2513712726	232	29.49	3	219	3	205	4.0e-29	121	COG0684	Demethylmenaquinone methyltransferase	210
2513712727	261	39.85	3	257	1	250	8.0e-37	147	COG1028	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	251
2513712728	290	34.24	1	289	1	292	1.0e-31	130	COG0583	Transcriptional regulator	297
2513712729	169	46.39	4	163	7	172	8.0e-61	226	COG0225	Peptide methionine sulfoxide reductase	174
2513712731	296	27.74	23	292	9	282	3.0e-25	109	COG1176	ABC-type spermidine/putrescine transport system, permease component I	287
2513712732	275	30.5	14	272	11	267	7.0e-31	127	COG1177	ABC-type spermidine/putrescine transport system, permease component II	267
2513712733	359	46.86	1	337	3	352	1.0e-100	360	COG3842	ABC-type spermidine/putrescine transport systems, ATPase components	352
2513712734	277	40.84	16	274	3	260	8.0e-51	194	COG0483	Archaeal fructose-1,6-bisphosphatase and related enzymes of inositol monophosphatase family	260
2513712735	297	32.9	5	297	4	308	1.0e-35	143	COG0524	Sugar kinases, ribokinase family	311
2513712736	215	22.9	5	214	2	215	4.0e-22	98.1	COG0819	Putative transcription activator	218
2513712737	280	46.99	15	279	3	262	2.0e-84	306	COG0434	Predicted TIM-barrel enzyme	263
2513712738	257	72.94	1	255	1	253	3.0e-114	404	COG5426	Uncharacterized membrane protein	254
2513712739	359	43.15	16	358	1	315	1.0e-100	359	COG1735	Predicted metal-dependent hydrolase with the TIM-barrel fold	316
2513712740	334	47.32	26	321	14	309	6.0e-53	201	COG1172	Ribose/xylose/arabinose/galactoside ABC-type transport systems, permease components	316
2513712742	317	32.92	1	317	2	320	2.0e-33	136	COG1879	ABC-type sugar transport system, periplasmic component	322
2513712743	340	41.44	7	338	1	332	1.0e-79	290	COG1609	Transcriptional regulators	333
2513712744	289	45.59	27	286	24	284	8.0e-63	233	COG1173	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components	289
2513712745	309	47.13	1	303	1	314	3.0e-83	302	COG0601	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components	317
2513712746	331	50.65	6	312	4	266	2.0e-96	345	COG4608	ABC-type oligopeptide transport system, ATPase component	309
2513712747	335	49.06	3	313	1	315	5.0e-112	397	COG0444	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	316
2513712748	544	24.78	1	538	8	546	6.0e-61	229	COG0747	ABC-type dipeptide transport system, periplasmic component	556
2513712749	514	25.95	2	487	3	458	2.0e-50	193	COG3119	Arylsulfatase A and related enzymes	475
2513712750	356	51.29	3	351	2	338	5.0e-120	424	COG3839	ABC-type sugar transport systems, ATPase components	338
2513712751	275	38.91	4	275	8	281	6.0e-50	191	COG0395	ABC-type sugar transport system, permease component	281
2513712752	300	37.97	6	300	3	293	5.0e-53	201	COG1175	ABC-type sugar transport systems, permease components	295
2513712753	410	32.33	1	409	3	430	3.0e-52	199	COG1653	ABC-type sugar transport system, periplasmic component	433
2513712754	300	24.22	27	276	23	262	1.0e-27	117	COG1082	Sugar phosphate isomerases/epimerases	274
2513712755	344	27.25	7	344	8	342	2.0e-46	179	COG0673	Predicted dehydrogenases and related proteins	342
2513712756	347	34.32	4	340	3	330	2.0e-67	249	COG1609	Transcriptional regulators	333
2513712757	444	29.01	30	418	10	335	1.0e-45	177	COG2141	Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases	336
2513712758	405	26.4	22	401	14	393	5.0e-51	195	COG1960	Acyl-CoA dehydrogenases	393
2513712759	402	23.24	23	386	20	381	2.0e-30	127	COG1960	Acyl-CoA dehydrogenases	393
2513712760	348	24.83	38	321	33	319	2.0e-19	90.2	COG1879	ABC-type sugar transport system, periplasmic component	322
2513712761	494	40.29	1	474	6	477	3.0e-122	432	COG1129	ABC-type sugar transport system, ATPase component	500
2513712762	353	39.44	30	350	5	311	1.0e-42	167	COG1172	Ribose/xylose/arabinose/galactoside ABC-type transport systems, permease components	316
2513712763	465	24.32	25	424	4	336	1.0e-45	177	COG2141	Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases	336
2513712764	536	33.39	1	529	1	548	2.0e-83	303	COG0747	ABC-type dipeptide transport system, periplasmic component	556
2513712765	329	45.65	5	326	2	317	3.0e-76	278	COG0601	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components	317
2513712766	277	44.65	1	269	12	282	1.0e-58	219	COG1173	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components	289
2513712767	264	46.95	6	256	2	263	1.0e-79	289	COG0444	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	316
2513712769	364	36.34	33	364	54	383	3.0e-65	242	COG0075	Serine-pyruvate aminotransferase/archaeal aspartate aminotransferase	383
2513712770	467	30.28	26	335	25	291	1.0e-42	167	COG0404	Glycine cleavage system T protein (aminomethyltransferase)	379
2513712772	250	35.65	23	238	25	228	9.0e-26	110	COG1802	Transcriptional regulators	230
2513712773	392	29.18	23	368	4	354	2.0e-51	196	COG0683	ABC-type branched-chain amino acid transport systems, periplasmic component	366
2513712774	286	37.11	1	284	6	294	3.0e-43	168	COG0559	Branched-chain amino acid ABC-type transport system, permease components	297
2513712775	348	35.14	21	311	6	298	4.0e-37	149	COG4177	ABC-type branched-chain amino acid transport system, permease component	314
2513712776	249	51.6	1	246	1	250	6.0e-77	280	COG0411	ABC-type branched-chain amino acid transport systems, ATPase component	250
2513712777	240	49.79	2	232	1	237	3.0e-72	265	COG0410	ABC-type branched-chain amino acid transport systems, ATPase component	237
2513712778	285	21.72	38	272	24	245	2.0e-07	50.2	COG0584	Glycerophosphoryl diester phosphodiesterase	257
2513712779	274	34.78	10	235	1	229	6.0e-48	184	COG0483	Archaeal fructose-1,6-bisphosphatase and related enzymes of inositol monophosphatase family	260
2513712780	334	33.74	11	333	1	328	3.0e-60	225	COG1609	Transcriptional regulators	333
2513712781	259	31.25	19	247	3	252	1.0e-25	110	COG0584	Glycerophosphoryl diester phosphodiesterase	257
2513712782	351	47.55	1	347	2	338	5.0e-108	384	COG3839	ABC-type sugar transport systems, ATPase components	338
2513712783	280	29.43	16	278	18	279	2.0e-42	166	COG0395	ABC-type sugar transport system, permease component	281
2513712784	433	30.83	183	421	55	288	2.0e-38	153	COG1175	ABC-type sugar transport systems, permease components	295
2513712785	448	21.29	7	447	10	420	2.0e-31	130	COG2182	Maltose-binding periplasmic proteins/domains	420
2513712786	152	39.35	1	152	1	155	3.0e-36	144	COG2606	Uncharacterized conserved protein	155
2513712787	331	38.28	43	327	1	281	2.0e-52	199	COG4395	Uncharacterized protein conserved in bacteria	281
2513712788	343	31.35	11	325	1	315	3.0e-51	195	COG0111	Phosphoglycerate dehydrogenase and related dehydrogenases	324
2513712789	201	44.33	1	201	5	201	1.0e-21	96.5	COG2370	Hydrogenase/urease accessory protein	201
2513712790	224	44.38	33	210	2	177	1.0e-50	192	COG1510	Predicted transcriptional regulators	177
2513712791	581	41.36	36	577	2	534	5.0e-126	445	COG4988	ABC-type transport system involved in cytochrome bd biosynthesis, ATPase and permease components	559
2513712792	563	41.34	7	555	3	563	8.0e-119	421	COG4987	ABC-type transport system involved in cytochrome bd biosynthesis, fused ATPase and permease components	573
2513712794	384	44.77	6	374	1	341	2.0e-81	296	COG1294	Cytochrome bd-type quinol oxidase, subunit 2	346
2513712795	40	67.65	1	34	1	34	4.0e-07	46.2	COG4890	Predicted outer membrane lipoprotein	37
2513712796	667	30.03	387	666	30	305	7.0e-49	189	COG0667	Predicted oxidoreductases (related to aryl-alcohol dehydrogenases)	316
2513712797	360	53.52	1	355	1	338	7.0e-125	440	COG3839	ABC-type sugar transport systems, ATPase components	338
2513712798	278	41.49	2	278	1	281	3.0e-50	191	COG0395	ABC-type sugar transport system, permease component	281
2513712799	286	37.76	1	283	5	288	1.0e-52	200	COG1175	ABC-type sugar transport systems, permease components	295
2513712800	424	24.65	1	417	7	429	1.0e-37	150	COG1653	ABC-type sugar transport system, periplasmic component	433
2513712801	305	29.27	171	293	1	123	2.0e-18	86.8	COG2207	AraC-type DNA-binding domain-containing proteins	127
2513712803	357	24.85	1	324	1	320	5.0e-22	99.1	COG0715	ABC-type nitrate/sulfonate/bicarbonate transport systems, periplasmic components	335
2513712804	272	28.57	7	265	2	253	9.0e-32	130	COG0600	ABC-type nitrate/sulfonate/bicarbonate transport system, permease component	258
2513712806	273	31.09	15	244	13	248	1.0e-34	140	COG3665	Uncharacterized conserved protein	264
2513712807	216	37.56	17	215	46	250	3.0e-51	194	COG3665	Uncharacterized conserved protein	264
2513712808	1179	45.44	1	527	1	532	0.0e+00	541	COG4770	Acetyl/propionyl-CoA carboxylase, alpha subunit	645
2513712809	601	37.04	1	447	2	468	3.0e-89	323	COG0154	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit and related amidases	475
2513712811	136	32.17	5	129	3	138	2.0e-09	55.2	COG0346	Lactoylglutathione lyase and related lyases	138
2513712812	365	29.68	2	342	1	341	3.0e-49	189	COG0673	Predicted dehydrogenases and related proteins	342
2513712813	336	22.36	1	326	3	328	2.0e-29	123	COG0673	Predicted dehydrogenases and related proteins	342
2513712814	386	60.85	10	386	11	379	0.0e+00	488	COG3970	Fumarylacetoacetate (FAA) hydrolase family protein	379
2513712815	712	63.62	7	546	3	548	0.0e+00	746	COG1884	Methylmalonyl-CoA mutase, N-terminal domain/subunit	548
2513712816	452	26.14	32	422	12	336	2.0e-45	177	COG2141	Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases	336
2513712817	217	61.75	1	217	6	222	2.0e-71	262	COG2011	ABC-type metal ion transport system, permease component	222
2513712818	362	53.22	22	357	1	339	7.0e-113	400	COG1135	ABC-type metal ion transport system, ATPase component	339
2513712823	165	31.9	1	161	54	216	2.0e-21	95.2	COG0546	Predicted phosphatases	220
2513712824	330	30	19	305	3	286	6.0e-49	188	COG0758	Predicted Rossmann fold nucleotide-binding protein involved in DNA uptake	350
2513712827	355	28.62	16	274	7	281	2.0e-27	117	COG0515	Serine/threonine protein kinase	384
2513712829	385	40	3	114	5	119	7.0e-20	91.9	COG5499	Predicted transcription regulator containing HTH domain	120
2513712836	296	30.53	1	281	1	279	3.0e-35	142	COG0583	Transcriptional regulator	297
2513712837	270	49.26	1	269	1	265	3.0e-85	308	COG1273	Uncharacterized conserved protein	278
2513712838	302	46.76	6	280	4	278	3.0e-86	311	COG1273	Uncharacterized conserved protein	278
2513712841	150	31.2	6	129	6	125	1.0e-16	79.3	COG3791	Uncharacterized conserved protein	133
2513712846	296	30.53	1	281	1	279	8.0e-35	140	COG0583	Transcriptional regulator	297
2513712847	332	28.75	14	332	14	322	2.0e-27	116	COG2984	ABC-type uncharacterized transport system, periplasmic component	322
2513712848	579	27.51	350	577	2	213	8.0e-21	95.6	COG2114	Adenylate cyclase, family 3 (some proteins contain HAMP domain)	227
